GENE_a	GENE_b	ID_a	ID_b	AC_a	AC_b	pubmedID	resource 
PSMD14	CSNK1A1	PSDE_HUMAN	KC1A_HUMAN	O00487	P48729	20482850	Reactome_Fls
PSMD3	CSNK1A1	PSMD3_HUMAN	KC1A_HUMAN	O43242	P48729	20482850	Reactome_Fls
PSMD8	CSNK1A1	PSMD8_HUMAN	KC1A_HUMAN	P48556	P48729	20482850	Reactome_Fls
PSMD9	CSNK1A1	PSMD9_HUMAN	KC1A_HUMAN	O00233	P48729	20482850	Reactome_Fls
PSEN2	CSNK1A1	PSN2_HUMAN	KC1A_HUMAN	P49810	P48729	8972483	APID
RCC1	CSNK1A1	RCC1_HUMAN	KC1A_HUMAN	P18754	P48729	15657099	iRefIndex
SYT11	CSNK1A1	SYT11_HUMAN	KC1A_HUMAN	Q9BT88	P48729	12062430	APID
SYT9	CSNK1A1	SYT9_HUMAN	KC1A_HUMAN	Q86SS6	P48729	12062430	iRefIndex
TCF3	CSNK1A1	TFE2_HUMAN	KC1A_HUMAN	P15923	P48729	20482850	Reactome_Fls
TGFBR1	CSNK1A1	TGFR1_HUMAN	KC1A_HUMAN	P36897	P48729	20482850;15761153	Reactome_Fls;iRefIndex;APID
TNFRSF1B	CSNK1A1	TNR1B_HUMAN	KC1A_HUMAN	P20333	P48729	7559483;15657099	iRefIndex;APID
VCAM1	CSNK1A1	VCAM1_HUMAN	KC1A_HUMAN	P19320	P48729	22623428	IntAct
SLC18A2	CSNK1A1	VMAT2_HUMAN	KC1A_HUMAN	Q05940	P48729	9045708	APID
WNT10B	CSNK1A1	WN10B_HUMAN	KC1A_HUMAN	O00744	P48729	20482850	Reactome_Fls
WNT11	CSNK1A1	WNT11_HUMAN	KC1A_HUMAN	O96014	P48729	20482850	Reactome_Fls
WNT1	CSNK1A1	WNT1_HUMAN	KC1A_HUMAN	P04628	P48729	20482850	Reactome_Fls
WNT2	CSNK1A1	WNT2_HUMAN	KC1A_HUMAN	P09544	P48729	20482850	Reactome_Fls
WNT5A	CSNK1A1	WNT5A_HUMAN	KC1A_HUMAN	P41221	P48729	20482850	Reactome_Fls
WNT7A	CSNK1A1	WNT7A_HUMAN	KC1A_HUMAN	O00755	P48729	20482850	Reactome_Fls
WNT9A	CSNK1A1	WNT9A_HUMAN	KC1A_HUMAN	O14904	P48729	20482850	Reactome_Fls
WNT9B	CSNK1A1	WNT9B_HUMAN	KC1A_HUMAN	O14905	P48729	20482850	Reactome_Fls
YWHAB	CSNK1D	1433B_HUMAN	KC1D_HUMAN	P31946	P48730	20482850	Reactome_Fls
YWHAG	CSNK1D	1433G_HUMAN	KC1D_HUMAN	P61981	P48730	17367534	Reactome
SFN	CSNK1D	1433S_HUMAN	KC1D_HUMAN	P31947	P48730	20482850	Reactome_Fls
PPP2R1A	CSNK1D	2AAA_HUMAN	KC1D_HUMAN	P30153	P48730	20482850;17367534	Reactome_Fls;Reactome
CHRNB2	CSNK1D	ACHB2_HUMAN	KC1D_HUMAN	P17787	P48730	18508856	Interoporc
ACTR1A	CSNK1D	ACTZ_HUMAN	KC1D_HUMAN	P61163	P48730	17367534	Reactome
AKAP9	CSNK1D	AKAP9_HUMAN	KC1D_HUMAN	Q99996	P48730	17367534	Reactome
APC2	CSNK1D	APC2_HUMAN	KC1D_HUMAN	O95996	P48730	20482850	Reactome_Fls
APC	CSNK1D	APC_HUMAN	KC1D_HUMAN	P25054	P48730	20482850	Reactome_Fls
ARRB2	CSNK1D	ARRB2_HUMAN	KC1D_HUMAN	P32121	P48730	20482850	Reactome_Fls
ARR3	CSNK1D	ARRC_HUMAN	KC1D_HUMAN	P36575	P48730	20482850	Reactome_Fls
SAG	CSNK1D	ARRS_HUMAN	KC1D_HUMAN	P10523	P48730	20482850	Reactome_Fls
ATR	CSNK1D	ATR_HUMAN	KC1D_HUMAN	Q13535	P48730	18508856	Interoporc
ARNTL	CSNK1D	BMAL1_HUMAN	KC1D_HUMAN	O00327	P48730	20482850	Reactome_Fls
CCNA1	CSNK1D	CCNA1_HUMAN	KC1D_HUMAN	P78396	P48730	17353931	iRefIndex;DIP;APID
CDK1	CSNK1D	CDK1_HUMAN	KC1D_HUMAN	P06493	P48730	20482850	Reactome_Fls
CDK5	CSNK1D	CDK5_HUMAN	KC1D_HUMAN	Q00535	P48730	10500146	APID
CEP152	CSNK1D	CE152_HUMAN	KC1D_HUMAN	O94986	P48730	20482850	Reactome_Fls
CEP290	CSNK1D	CE290_HUMAN	KC1D_HUMAN	O15078	P48730	20482850	Reactome_Fls
CETN2	CSNK1D	CETN2_HUMAN	KC1D_HUMAN	P41208	P48730	20482850	Reactome_Fls
CKAP5	CSNK1D	CKAP5_HUMAN	KC1D_HUMAN	Q14008	P48730	17367534	Reactome
CCP110	CSNK1D	CP110_HUMAN	KC1D_HUMAN	O43303	P48730	20482850	Reactome_Fls
MCC	CSNK1D	CRCM_HUMAN	KC1D_HUMAN	P23508	P48730	20482850;17353931	Reactome_Fls;iRefIndex;DIP;APID
CSNK2A2	CSNK1D	CSK22_HUMAN	KC1D_HUMAN	P19784	P48730	20482850	Reactome_Fls
CTNNB1	CSNK1D	CTNB1_HUMAN	KC1D_HUMAN	P35222	P48730	20482850;12000790	Reactome_Fls;APID
DYNC1I2	CSNK1D	DC1I2_HUMAN	KC1D_HUMAN	Q13409	P48730	17367534	Reactome
DVL1	CSNK1D	DVL1_HUMAN	KC1D_HUMAN	O14640	P48730	15657099;11818547	iRefIndex
DVL3	CSNK1D	DVL3_HUMAN	KC1D_HUMAN	Q92997	P48730	16189514	iRefIndex;IntAct
DYNC1H1	CSNK1D	DYHC1_HUMAN	KC1D_HUMAN	Q14204	P48730	17367534	Reactome
DYNLL1	CSNK1D	DYL1_HUMAN	KC1D_HUMAN	P63167	P48730	17367534	Reactome
FGFR1OP	CSNK1D	FR1OP_HUMAN	KC1D_HUMAN	O95684	P48730	20482850	Reactome_Fls
FZD6	CSNK1D	FZD6_HUMAN	KC1D_HUMAN	O60353	P48730	20482850	Reactome_Fls
FZD7	CSNK1D	FZD7_HUMAN	KC1D_HUMAN	O75084	P48730	20482850	Reactome_Fls
FZD9	CSNK1D	FZD9_HUMAN	KC1D_HUMAN	O00144	P48730	20482850	Reactome_Fls
GLI2	CSNK1D	GLI2_HUMAN	KC1D_HUMAN	P10070	P48730	20482850	Reactome_Fls
GLI3	CSNK1D	GLI3_HUMAN	KC1D_HUMAN	P10071	P48730	20482850	Reactome_Fls
HSP90AA1	CSNK1D	HS90A_HUMAN	KC1D_HUMAN	P07900	P48730	20482850;17367534	Reactome_Fls;Reactome
PRKAR2B	CSNK1D	KAP3_HUMAN	KC1D_HUMAN	P31323	P48730	20482850;17367534	Reactome_Fls;Reactome
PRKACA	CSNK1D	KAPCA_HUMAN	KC1D_HUMAN	P17612	P48730	20482850;17367534	Reactome_Fls;Reactome
CSNK1A1	CSNK1D	KC1A_HUMAN	KC1D_HUMAN	P48729	P48730	23455922	IntAct
CSNK1D	YWHAE	KC1D_HUMAN	1433E_HUMAN	P48730	P62258	20482850	Reactome_Fls
CSNK1D	YWHAH	KC1D_HUMAN	1433F_HUMAN	P48730	Q04917	20482850	Reactome_Fls
CSNK1D	YWHAG	KC1D_HUMAN	1433G_HUMAN	P48730	P61981	20482850	Reactome_Fls
CSNK1D	YWHAZ	KC1D_HUMAN	1433Z_HUMAN	P48730	P63104	20482850	Reactome_Fls
CSNK1D	PPP2R5A	KC1D_HUMAN	2A5A_HUMAN	P48730	Q15172	20482850	Reactome_Fls
CSNK1D	PPP2R5B	KC1D_HUMAN	2A5B_HUMAN	P48730	Q15173	20482850	Reactome_Fls
CSNK1D	PPP2R5D	KC1D_HUMAN	2A5D_HUMAN	P48730	Q14738	20482850	Reactome_Fls
CSNK1D	PPP2R5E	KC1D_HUMAN	2A5E_HUMAN	P48730	Q16537	20482850	Reactome_Fls
CSNK1D	PPP2R5C	KC1D_HUMAN	2A5G_HUMAN	P48730	Q13362	20482850	Reactome_Fls
CSNK1D	ACTR1A	KC1D_HUMAN	ACTZ_HUMAN	P48730	P61163	20482850	Reactome_Fls
CSNK1D	ALMS1	KC1D_HUMAN	ALMS1_HUMAN	P48730	Q8TCU4	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	ARFGAP1	KC1D_HUMAN	ARFG1_HUMAN	P48730	Q8N6T3	15657099;12181329	iRefIndex
CSNK1D	ARRB1	KC1D_HUMAN	ARRB1_HUMAN	P48730	P49407	20482850	Reactome_Fls
CSNK1D	AXIN2	KC1D_HUMAN	AXIN2_HUMAN	P48730	Q9Y2T1	20482850	Reactome_Fls
CSNK1D	AZI1	KC1D_HUMAN	AZI1_HUMAN	P48730	Q9UPN4	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	BACE1	KC1D_HUMAN	BACE1_HUMAN	P48730	P56817	11278841	iRefIndex
CSNK1D	BLM	KC1D_HUMAN	BLM_HUMAN	P48730	P54132	18508856	Interoporc
CSNK1D	BRSK1	KC1D_HUMAN	BRSK1_HUMAN	P48730	Q8TDC3	20482850	Reactome_Fls
CSNK1D	BRSK2	KC1D_HUMAN	BRSK2_HUMAN	P48730	Q8IWQ3	20482850	Reactome_Fls
CSNK1D	CCNA1	KC1D_HUMAN	CCNA1_HUMAN	P48730	P78396	20482850;17353931	Reactome_Fls;IntAct
CSNK1D	CDK5R1	KC1D_HUMAN	CD5R1_HUMAN	P48730	Q15078	20482850	Reactome_Fls
CSNK1D	CDK1	KC1D_HUMAN	CDK1_HUMAN	P48730	P06493	17367534	Reactome
CSNK1D	CDK5	KC1D_HUMAN	CDK5_HUMAN	P48730	Q00535	20482850	Reactome_Fls
CSNK1D	CEP152	KC1D_HUMAN	CE152_HUMAN	P48730	O94986	17367534	Reactome
CSNK1D	CEP164	KC1D_HUMAN	CE164_HUMAN	P48730	Q9UPV0	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	CEP290	KC1D_HUMAN	CE290_HUMAN	P48730	O15078	17367534	Reactome
CSNK1D	CENPJ	KC1D_HUMAN	CENPJ_HUMAN	P48730	Q9HC77	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	CEP41	KC1D_HUMAN	CEP41_HUMAN	P48730	Q9BYV8	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	CEP57	KC1D_HUMAN	CEP57_HUMAN	P48730	Q86XR8	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	CEP63	KC1D_HUMAN	CEP63_HUMAN	P48730	Q96MT8	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	CEP70	KC1D_HUMAN	CEP70_HUMAN	P48730	Q8NHQ1	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	CEP72	KC1D_HUMAN	CEP72_HUMAN	P48730	Q9P209	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	CEP76	KC1D_HUMAN	CEP76_HUMAN	P48730	Q8TAP6	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	CEP78	KC1D_HUMAN	CEP78_HUMAN	P48730	Q5JTW2	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	CETN2	KC1D_HUMAN	CETN2_HUMAN	P48730	P41208	17367534	Reactome
CSNK1D	CDK5RAP2	KC1D_HUMAN	CK5P2_HUMAN	P48730	Q96SN8	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	CKAP5	KC1D_HUMAN	CKAP5_HUMAN	P48730	Q14008	20482850	Reactome_Fls
CSNK1D	CLASP1	KC1D_HUMAN	CLAP1_HUMAN	P48730	Q7Z460	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	CNTRL	KC1D_HUMAN	CNTRL_HUMAN	P48730	Q7Z7A1	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	CCP110	KC1D_HUMAN	CP110_HUMAN	P48730	O43303	17367534	Reactome
CSNK1D	CEP135	KC1D_HUMAN	CP135_HUMAN	P48730	Q66GS9	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	CEP250	KC1D_HUMAN	CP250_HUMAN	P48730	Q9BV73	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	MCC	KC1D_HUMAN	CRCM_HUMAN	P48730	P23508	17353931	Spike;IntAct
CSNK1D	CRAMP1L	KC1D_HUMAN	CRML_HUMAN	P48730	Q96RY5	21900206	MINT
CSNK1D	CRY1	KC1D_HUMAN	CRY1_HUMAN	P48730	Q16526	20482850	Reactome_Fls
CSNK1D	CSNK2A1	KC1D_HUMAN	CSK21_HUMAN	P48730	P68400	20482850	Reactome_Fls
CSNK1D	GJA1	KC1D_HUMAN	CXA1_HUMAN	P48730	P17302	16189514;12270943	Spike;iRefIndex;APID
CSNK1D	DYNC1I2	KC1D_HUMAN	DC1I2_HUMAN	P48730	Q13409	20482850	Reactome_Fls
CSNK1D	DCTN1	KC1D_HUMAN	DCTN1_HUMAN	P48730	Q14203	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	DCTN2	KC1D_HUMAN	DCTN2_HUMAN	P48730	Q13561	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	DCTN3	KC1D_HUMAN	DCTN3_HUMAN	P48730	O75935	17367534	Reactome
CSNK1D	DVL1	KC1D_HUMAN	DVL1_HUMAN	P48730	O14640	11818547	APID
CSNK1D	DVL3	KC1D_HUMAN	DVL3_HUMAN	P48730	Q92997	20482850;16189514;15657099	Spike;Reactome_Fls;iRefIndex;APID
CSNK1D	DYNC1H1	KC1D_HUMAN	DYHC1_HUMAN	P48730	Q14204	20482850	Reactome_Fls
CSNK1D	DYNLL1	KC1D_HUMAN	DYL1_HUMAN	P48730	P63167	20482850	Reactome_Fls
CSNK1D	EIF2AK4	KC1D_HUMAN	E2AK4_HUMAN	P48730	Q9P2K8	20482850	Reactome_Fls
CSNK1D	FBXW11	KC1D_HUMAN	FBW1B_HUMAN	P48730	Q9UKB1	20482850	Reactome_Fls
CSNK1D	FGFR1OP	KC1D_HUMAN	FR1OP_HUMAN	P48730	O95684	17367534	Reactome
CSNK1D	FZD10	KC1D_HUMAN	FZD10_HUMAN	P48730	Q9ULW2	20482850	Reactome_Fls
CSNK1D	FZD1	KC1D_HUMAN	FZD1_HUMAN	P48730	Q9UP38	20482850	Reactome_Fls
CSNK1D	FZD3	KC1D_HUMAN	FZD3_HUMAN	P48730	Q9NPG1	20482850	Reactome_Fls
CSNK1D	FZD4	KC1D_HUMAN	FZD4_HUMAN	P48730	Q9ULV1	20482850	Reactome_Fls
CSNK1D	FZD5	KC1D_HUMAN	FZD5_HUMAN	P48730	Q13467	20482850	Reactome_Fls
CSNK1D	FZD8	KC1D_HUMAN	FZD8_HUMAN	P48730	Q9H461	20482850	Reactome_Fls
CSNK1D	TUBGCP2	KC1D_HUMAN	GCP2_HUMAN	P48730	Q9BSJ2	20482850	Reactome_Fls
CSNK1D	TUBGCP3	KC1D_HUMAN	GCP3_HUMAN	P48730	Q96CW5	20482850	Reactome_Fls
CSNK1D	TUBGCP4	KC1D_HUMAN	GCP4_HUMAN	P48730	Q9UGJ1	20482850	Reactome_Fls
CSNK1D	TUBGCP5	KC1D_HUMAN	GCP5_HUMAN	P48730	Q96RT8	20482850	Reactome_Fls
CSNK1D	TUBGCP6	KC1D_HUMAN	GCP6_HUMAN	P48730	Q96RT7	20482850	Reactome_Fls
CSNK1D	GSK3B	KC1D_HUMAN	GSK3B_HUMAN	P48730	P49841	20482850	Reactome_Fls
CSNK1D	HAUS2	KC1D_HUMAN	HAUS2_HUMAN	P48730	Q9NVX0	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	CSNK1E	KC1D_HUMAN	KC1E_HUMAN	P48730	P49674	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	PAFAH1B1	KC1D_HUMAN	LIS1_HUMAN	P48730	P43034	17367534	Reactome
CSNK1D	MAPRE1	KC1D_HUMAN	MARE1_HUMAN	P48730	Q15691	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	MAPK14	KC1D_HUMAN	MK14_HUMAN	P48730	Q16539	20482850	Reactome_Fls
CSNK1D	NDE1	KC1D_HUMAN	NDE1_HUMAN	P48730	Q9NXR1	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	NEDD1	KC1D_HUMAN	NEDD1_HUMAN	P48730	Q8NHV4	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	NEK2	KC1D_HUMAN	NEK2_HUMAN	P48730	P51955	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	NINL	KC1D_HUMAN	NINL_HUMAN	P48730	Q9Y2I6	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	NPAS2	KC1D_HUMAN	NPAS2_HUMAN	P48730	Q99743	20482850	Reactome_Fls
CSNK1D	ODF2	KC1D_HUMAN	ODFP2_HUMAN	P48730	Q5BJF6	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	OFD1	KC1D_HUMAN	OFD1_HUMAN	P48730	O75665	17367534	Reactome
CSNK1D	PCM1	KC1D_HUMAN	PCM1_HUMAN	P48730	Q15154	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	PCNT	KC1D_HUMAN	PCNT_HUMAN	P48730	O95613	17367534	Reactome
CSNK1D	PER1	KC1D_HUMAN	PER1_HUMAN	P48730	O15534	16189514;15800623	Spike;iRefIndex
CSNK1D	PER2	KC1D_HUMAN	PER2_HUMAN	P48730	O15055	17218251;19414593;17218251;15800623	Spike;iRefIndex;APID
CSNK1D	PLK1	KC1D_HUMAN	PLK1_HUMAN	P48730	P53350	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	PLK4	KC1D_HUMAN	PLK4_HUMAN	P48730	O00444	17367534	Reactome
CSNK1D	PPP1R14A	KC1D_HUMAN	PP14A_HUMAN	P48730	Q96A00	15003508	APID
CSNK1D	PPP2CA	KC1D_HUMAN	PP2AA_HUMAN	P48730	P67775	20482850	Reactome_Fls
CSNK1D	PPP2CB	KC1D_HUMAN	PP2AB_HUMAN	P48730	P62714	20482850	Reactome_Fls
CSNK1D	PPP1R1B	KC1D_HUMAN	PPR1B_HUMAN	P48730	Q9UD71	20482850	Reactome_Fls
CSNK1D	RAD54B	KC1D_HUMAN	RA54B_HUMAN	P48730	Q9Y620	15657099	iRefIndex
CSNK1D	SDCCAG8	KC1D_HUMAN	SDCG8_HUMAN	P48730	Q86SQ7	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	SFI1	KC1D_HUMAN	SFI1_HUMAN	P48730	A8K8P3	17367534	Reactome
CSNK1D	SPATA20	KC1D_HUMAN	SPT20_HUMAN	P48730	Q8TB22	18508856;15657099	iRefIndex;Interoporc
CSNK1D	SSNA1	KC1D_HUMAN	SSNA1_HUMAN	P48730	O43805	17367534	Reactome
CSNK1D	TUBA1A	KC1D_HUMAN	TBA1A_HUMAN	P48730	Q71U36	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	TUBA4A	KC1D_HUMAN	TBA4A_HUMAN	P48730	P68366	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	TUBB4A	KC1D_HUMAN	TBB4A_HUMAN	P48730	P04350	17367534	Reactome
CSNK1D	TUBB4B	KC1D_HUMAN	TBB4B_HUMAN	P48730	P68371	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	TUBB	KC1D_HUMAN	TBB5_HUMAN	P48730	P07437	17367534	Reactome
CSNK1D	TUBG1	KC1D_HUMAN	TBG1_HUMAN	P48730	P23258	17367534	Reactome
CSNK1D	TUBG2	KC1D_HUMAN	TBG2_HUMAN	P48730	Q9NRH3	20482850;17367534	Reactome_Fls;Reactome
CSNK1D	WNT10A	KC1D_HUMAN	WN10A_HUMAN	P48730	Q9GZT5	20482850	Reactome_Fls
CSNK1D	WNT16	KC1D_HUMAN	WNT16_HUMAN	P48730	Q9UBV4	20482850	Reactome_Fls
CSNK1D	WNT2B	KC1D_HUMAN	WNT2B_HUMAN	P48730	Q93097	20482850	Reactome_Fls
CSNK1D	WNT3A	KC1D_HUMAN	WNT3A_HUMAN	P48730	P56704	20482850	Reactome_Fls
CSNK1D	WNT3	KC1D_HUMAN	WNT3_HUMAN	P48730	P56703	20482850	Reactome_Fls
CSNK1D	WNT4	KC1D_HUMAN	WNT4_HUMAN	P48730	P56705	20482850	Reactome_Fls
CSNK1D	WNT5B	KC1D_HUMAN	WNT5B_HUMAN	P48730	Q9H1J7	20482850	Reactome_Fls
CSNK1D	WNT6	KC1D_HUMAN	WNT6_HUMAN	P48730	Q9Y6F9	20482850	Reactome_Fls
CSNK1D	WNT7B	KC1D_HUMAN	WNT7B_HUMAN	P48730	P56706	20482850	Reactome_Fls
CSNK1D	WNT8A	KC1D_HUMAN	WNT8A_HUMAN	P48730	Q9H1J5	20482850	Reactome_Fls
CSNK1D	WNT8B	KC1D_HUMAN	WNT8B_HUMAN	P48730	Q93098	20482850	Reactome_Fls
CSNK1E	CSNK1D	KC1E_HUMAN	KC1D_HUMAN	P49674	P48730	23455922	IntAct
PAFAH1B1	CSNK1D	LIS1_HUMAN	KC1D_HUMAN	P43034	P48730	20482850	Reactome_Fls
LRP5	CSNK1D	LRP5_HUMAN	KC1D_HUMAN	O75197	P48730	20482850	Reactome_Fls
LRP6	CSNK1D	LRP6_HUMAN	KC1D_HUMAN	O75581	P48730	20482850	Reactome_Fls
MDM2	CSNK1D	MDM2_HUMAN	KC1D_HUMAN	Q00987	P48730	20708156	iRefIndex;IntAct
OFD1	CSNK1D	OFD1_HUMAN	KC1D_HUMAN	O75665	P48730	20482850	Reactome_Fls
PCNA	CSNK1D	PCNA_HUMAN	KC1D_HUMAN	P12004	P48730	15657099	iRefIndex
PCNT	CSNK1D	PCNT_HUMAN	KC1D_HUMAN	O95613	P48730	20482850	Reactome_Fls
PER1	CSNK1D	PER1_HUMAN	KC1D_HUMAN	O15534	P48730	20482850;15800623;15657099;11165242	Reactome_Fls;iRefIndex;APID
PER3	CSNK1D	PER3_HUMAN	KC1D_HUMAN	P56645	P48730	15800623;11865049	APID
PLK4	CSNK1D	PLK4_HUMAN	KC1D_HUMAN	O00444	P48730	20482850	Reactome_Fls
PPP6C	CSNK1D	PPP6_HUMAN	KC1D_HUMAN	O00743	P48730	20482850	Reactome_Fls
PSEN2	CSNK1D	PSN2_HUMAN	KC1D_HUMAN	P49810	P48730	9990034	APID
SFI1	CSNK1D	SFI1_HUMAN	KC1D_HUMAN	A8K8P3	P48730	20482850	Reactome_Fls
SMAD2	CSNK1D	SMAD2_HUMAN	KC1D_HUMAN	Q15796	P48730	18729074	iRefIndex;IntAct
SMAD3	CSNK1D	SMAD3_HUMAN	KC1D_HUMAN	P84022	P48730	18729074	iRefIndex;IntAct
SSNA1	CSNK1D	SSNA1_HUMAN	KC1D_HUMAN	O43805	P48730	20482850	Reactome_Fls
STK25	CSNK1D	STK25_HUMAN	KC1D_HUMAN	O00506	P48730	20482850	Reactome_Fls
SNCA	CSNK1D	SYUA_HUMAN	KC1D_HUMAN	P37840	P48730	10617630	APID
TUBB4A	CSNK1D	TBB4A_HUMAN	KC1D_HUMAN	P04350	P48730	20482850	Reactome_Fls
TUBB	CSNK1D	TBB5_HUMAN	KC1D_HUMAN	P07437	P48730	20482850	Reactome_Fls
TUBG1	CSNK1D	TBG1_HUMAN	KC1D_HUMAN	P23258	P48730	20482850	Reactome_Fls
TGFBR1	CSNK1D	TGFR1_HUMAN	KC1D_HUMAN	P36897	P48730	15657099	iRefIndex
ULK2	CSNK1D	ULK2_HUMAN	KC1D_HUMAN	Q8IYT8	P48730	20562859	IntAct
WNT10B	CSNK1D	WN10B_HUMAN	KC1D_HUMAN	O00744	P48730	20482850	Reactome_Fls
WNT11	CSNK1D	WNT11_HUMAN	KC1D_HUMAN	O96014	P48730	20482850	Reactome_Fls
WNT1	CSNK1D	WNT1_HUMAN	KC1D_HUMAN	P04628	P48730	20482850	Reactome_Fls
WNT2	CSNK1D	WNT2_HUMAN	KC1D_HUMAN	P09544	P48730	20482850	Reactome_Fls
WNT5A	CSNK1D	WNT5A_HUMAN	KC1D_HUMAN	P41221	P48730	20482850	Reactome_Fls
WNT7A	CSNK1D	WNT7A_HUMAN	KC1D_HUMAN	O00755	P48730	20482850	Reactome_Fls
WNT9A	CSNK1D	WNT9A_HUMAN	KC1D_HUMAN	O14904	P48730	20482850	Reactome_Fls
WNT9B	CSNK1D	WNT9B_HUMAN	KC1D_HUMAN	O14905	P48730	20482850	Reactome_Fls
YWHAB	CSNK1E	1433B_HUMAN	KC1E_HUMAN	P31946	P49674	20482850	Reactome_Fls
YWHAE	CSNK1E	1433E_HUMAN	KC1E_HUMAN	P62258	P49674	17367534	Reactome
YWHAH	CSNK1E	1433F_HUMAN	KC1E_HUMAN	Q04917	P49674	19860830	MINT;iRefIndex
YWHAG	CSNK1E	1433G_HUMAN	KC1E_HUMAN	P61981	P49674	17367534	Reactome
SFN	CSNK1E	1433S_HUMAN	KC1E_HUMAN	P31947	P49674	20482850	Reactome_Fls
YWHAQ	CSNK1E	1433T_HUMAN	KC1E_HUMAN	P27348	P49674	20482850	Reactome_Fls
PPP2R1A	CSNK1E	2AAA_HUMAN	KC1E_HUMAN	P30153	P49674	20482850;17367534	Reactome_Fls;Reactome
AATF	CSNK1E	AATF_HUMAN	KC1E_HUMAN	Q9NY61	P49674	18508856	Interoporc
ACTR1A	CSNK1E	ACTZ_HUMAN	KC1E_HUMAN	P61163	P49674	17367534	Reactome
AKAP9	CSNK1E	AKAP9_HUMAN	KC1E_HUMAN	Q99996	P49674	17367534	Reactome
ANKRD6	CSNK1E	ANKR6_HUMAN	KC1E_HUMAN	Q9Y2G4	P49674	12183362	iRefIndex;APID
APC2	CSNK1E	APC2_HUMAN	KC1E_HUMAN	O95996	P49674	20482850	Reactome_Fls
APC	CSNK1E	APC_HUMAN	KC1E_HUMAN	P25054	P49674	20482850;17218255;11487578	Reactome_Fls;APID
ARRB1	CSNK1E	ARRB1_HUMAN	KC1E_HUMAN	P49407	P49674	20482850	Reactome_Fls
ARRB2	CSNK1E	ARRB2_HUMAN	KC1E_HUMAN	P32121	P49674	20482850	Reactome_Fls
ARR3	CSNK1E	ARRC_HUMAN	KC1E_HUMAN	P36575	P49674	20482850	Reactome_Fls
SAG	CSNK1E	ARRS_HUMAN	KC1E_HUMAN	P10523	P49674	20482850	Reactome_Fls
ATP5F1	CSNK1E	AT5F1_HUMAN	KC1E_HUMAN	P24539	P49674	15657099	iRefIndex
AXIN1	CSNK1E	AXIN1_HUMAN	KC1E_HUMAN	O15169	P49674	22682247;21988832;20482850;15657099;12000790;11884395;11487578	Reactome_Fls;iRefIndex;IntAct;APID
AXIN2	CSNK1E	AXIN2_HUMAN	KC1E_HUMAN	Q9Y2T1	P49674	12183362	APID
BID	CSNK1E	BID_HUMAN	KC1E_HUMAN	P55957	P49674	11583622	APID
ARNTL	CSNK1E	BMAL1_HUMAN	KC1E_HUMAN	O00327	P49674	20482850;15657099	Reactome_Fls;iRefIndex
CBS	CSNK1E	CBS_HUMAN	KC1E_HUMAN	P35520	P49674	18508856;15657099	iRefIndex;Interoporc
CCNA1	CSNK1E	CCNA1_HUMAN	KC1E_HUMAN	P78396	P49674	17353931	iRefIndex;DIP;APID
CDK1	CSNK1E	CDK1_HUMAN	KC1E_HUMAN	P06493	P49674	20482850	Reactome_Fls
CEP152	CSNK1E	CE152_HUMAN	KC1E_HUMAN	O94986	P49674	20482850	Reactome_Fls
CEP290	CSNK1E	CE290_HUMAN	KC1E_HUMAN	O15078	P49674	20482850	Reactome_Fls
CETN2	CSNK1E	CETN2_HUMAN	KC1E_HUMAN	P41208	P49674	20482850	Reactome_Fls
CKAP5	CSNK1E	CKAP5_HUMAN	KC1E_HUMAN	Q14008	P49674	17367534	Reactome
