ID,Group,Family,Subfamily,Kinase,Gene_Symbol
MYC_51_63,CMGC,DYRK,DYRK2,DYRK4,DYRK4
MYC_51_63,CMGC,DYRK,HIPK,HIPK3,HIPK3
MYC_51_63,CMGC,DYRK,HIPK,HIPK2,HIPK2
MYC_51_63,CMGC,DYRK,HIPK,HIPK4,HIPK4
MYC_51_63,CMGC,DYRK,HIPK,HIPK1,HIPK1
MYC_51_63,CMGC,DYRK,PRP4,PRP4,PRPF4B
MYC_51_63,CMGC,GSK,NA,GSK3A,GSK3A
MYC_51_63,CMGC,GSK,NA,GSK3B,GSK3B
MYC_51_63,TKL,IRAK,NA,IRAK1,IRAK1
MYC_51_63,TKL,IRAK,NA,IRAK2,IRAK2
MYC_51_63,TKL,IRAK,NA,IRAK3,IRAK3
MYC_51_63,TKL,IRAK,NA,IRAK4,IRAK4
MYC_51_63,AGC,PDK1,NA,PDK1,PDPK1
MYC_51_63,OTHER,PEK,GCN2,GCN2,EIF2AK4
MYC_51_63,OTHER,PEK,HRI,HRI,EIF2AK1
MYC_51_63,OTHER,PEK,PEK,PEK,EIF2AK3
MYC_51_63,OTHER,PEK,PKR,PKR,EIF2AK2
MYC_51_63,OTHER,PLK,PLK1,PLK1,PLK1
MYC_51_63,OTHER,PLK,PLK2,PLK3,PLK3
MYC_51_63,OTHER,PLK,PLK2,PLK2,PLK2
MYC_51_63,OTHER,PLK,SAK,PLK4,PLK4
MYC_51_63,OTHER,TLK,NA,TLK1,TLK1
MYC_51_63,OTHER,TLK,NA,TLK2,TLK2
MYPC3_268_280,OTHER,AUR,NA,AURA,AURKA
MYPC3_268_280,OTHER,AUR,NA,AURC,AURKC
MYPC3_268_280,OTHER,AUR,NA,AURB,AURKB
MYPC3_268_280,AGC,DMPK,CRIK,CRIK,CIT
MYPC3_268_280,AGC,DMPK,GEK,DMPK1,DMPK
MYPC3_268_280,AGC,DMPK,GEK,MRCKA,CDC42BPA
MYPC3_268_280,AGC,DMPK,GEK,MRCKB,CDC42BPB
MYPC3_268_280,AGC,DMPK,GEK,DMPK2,CDC42BPG
MYPC3_268_280,AGC,DMPK,ROCK,ROCK1,ROCK1
MYPC3_268_280,AGC,DMPK,ROCK,ROCK2,ROCK2
MYPC3_268_280,OTHER,IKK,NA,IKKA,CHUK
MYPC3_268_280,OTHER,IKK,NA,IKKB,IKBKB
MYPC3_268_280,OTHER,IKK,NA,IKKE,IKBKE
MYPC3_268_280,OTHER,IKK,NA,TBK1,TBK1
MYPC3_268_280,TKL,MLK,HH498,HH498,TNNI3K
MYPC3_268_280,TKL,MLK,ILK,ILK,ILK
MYPC3_268_280,TKL,MLK,LZK,DLK,MAP3K12
MYPC3_268_280,TKL,MLK,LZK,LZK,MAP3K13
MYPC3_268_280,TKL,MLK,MLK,MLK1,MAP3K9
MYPC3_268_280,TKL,MLK,MLK,MLK2,MAP3K10
MYPC3_268_280,TKL,MLK,MLK,MLK3,MAP3K11
MYPC3_268_280,TKL,MLK,MLK,MLK4,KIAA1804
MYPC3_268_280,TKL,MLK,TAK1,TAK1,MAP3K7
MYPC3_268_280,TKL,MLK,ZAK,ZAK,ZAK
MYPC3_268_280,OTHER,PEK,GCN2,GCN2,EIF2AK4
MYPC3_268_280,OTHER,PEK,HRI,HRI,EIF2AK1
MYPC3_268_280,OTHER,PEK,PEK,PEK,EIF2AK3
MYPC3_268_280,OTHER,PEK,PKR,PKR,EIF2AK2
MYPC3_268_280,CAMK,PHK,NA,PHKG1,PHKG1
MYPC3_268_280,CAMK,PHK,NA,PHKG2,PHKG2
MYPC3_268_280,AGC,PKA,NA,PKACA,PRKACA
MYPC3_268_280,AGC,PKA,NA,PKACB,PRKACB
MYPC3_268_280,AGC,PKA,NA,PKACG,PRKACG
MYPC3_268_280,AGC,PKA,NA,PRKX,PRKX
MYPC3_268_280,AGC,PKA,NA,PRKY,PRKY
MYPC3_268_280,AGC,PKG,NA,PKG1,PRKG1
MYPC3_268_280,AGC,PKG,NA,PKG2,PRKG2
MYPC3_268_280,TKL,RIPK,NA,RIPK1,RIPK1
MYPC3_268_280,TKL,RIPK,NA,RIPK2,RIPK2
MYPC3_268_280,TKL,RIPK,NA,RIPK3,RIPK3
MYPC3_268_280,TKL,RIPK,NA,ANKRD3,RIPK4
MYPC3_268_280,TKL,RIPK,NA,SGK288,ANKK1
MYPC3_268_280,AGC,RSK,MSK,MSK2,RPS6KA4
MYPC3_268_280,AGC,RSK,MSK,MSK1,RPS6KA5
MYPC3_268_280,AGC,RSK,P70,P70S6K,RPS6KB1
MYPC3_268_280,AGC,RSK,P70,P70S6KB,RPS6KB2
MYPC3_268_280,AGC,RSK,RSK,RSK3,RPS6KA1
MYPC3_268_280,AGC,RSK,RSK,RSK1,RPS6KA2
MYPC3_268_280,AGC,RSK,RSK,RSK2,RPS6KA3
MYPC3_268_280,AGC,RSK,RSK,RSK4,RPS6KA6
NCF1_296_308,AGC,AKT,NA,AKT1,AKT1
NCF1_296_308,AGC,AKT,NA,AKT2,AKT2
NCF1_296_308,AGC,AKT,NA,AKT3,AKT3
NCF1_296_308,AGC,DMPK,CRIK,CRIK,CIT
NCF1_296_308,AGC,DMPK,GEK,DMPK1,DMPK
NCF1_296_308,AGC,DMPK,GEK,MRCKA,CDC42BPA
NCF1_296_308,AGC,DMPK,GEK,MRCKB,CDC42BPB
NCF1_296_308,AGC,DMPK,GEK,DMPK2,CDC42BPG
NCF1_296_308,AGC,DMPK,ROCK,ROCK1,ROCK1
NCF1_296_308,AGC,DMPK,ROCK,ROCK2,ROCK2
NCF1_296_308,OTHER,IKK,NA,IKKA,CHUK
NCF1_296_308,OTHER,IKK,NA,IKKB,IKBKB
NCF1_296_308,OTHER,IKK,NA,IKKE,IKBKE
NCF1_296_308,OTHER,IKK,NA,TBK1,TBK1
NCF1_296_308,OTHER,NEK,NEK1,NEK1,NEK1
NCF1_296_308,OTHER,NEK,NEK1,NEK3,NEK3
NCF1_296_308,OTHER,NEK,NEK1,NEK5,NEK5
NCF1_296_308,OTHER,NEK,NEK10,NEK10,NEK10
NCF1_296_308,OTHER,NEK,NEK11,NEK11,NEK11
NCF1_296_308,OTHER,NEK,NEK2,NEK2,NEK2
NCF1_296_308,OTHER,NEK,NEK4,NEK4,NEK4
NCF1_296_308,OTHER,NEK,NEK6,NEK6,NEK6
NCF1_296_308,OTHER,NEK,NEK6,NEK7,NEK7
NCF1_296_308,OTHER,NEK,NEK8,NEK9,NEK9
NCF1_296_308,OTHER,NEK,NEK8,NEK8,NEK8
NCF1_296_308,OTHER,PEK,GCN2,GCN2,EIF2AK4
NCF1_296_308,OTHER,PEK,HRI,HRI,EIF2AK1
NCF1_296_308,OTHER,PEK,PEK,PEK,EIF2AK3
NCF1_296_308,OTHER,PEK,PKR,PKR,EIF2AK2
NCF1_296_308,CAMK,PHK,NA,PHKG1,PHKG1
NCF1_296_308,CAMK,PHK,NA,PHKG2,PHKG2
NCF1_296_308,CAMK,PIM,NA,PIM1,PIM1
NCF1_296_308,CAMK,PIM,NA,PIM2,PIM2
NCF1_296_308,CAMK,PIM,NA,PIM3,PIM3
NCF1_296_308,AGC,PKA,NA,PKACA,PRKACA
NCF1_296_308,AGC,PKA,NA,PKACB,PRKACB
NCF1_296_308,AGC,PKA,NA,PKACG,PRKACG
NCF1_296_308,AGC,PKA,NA,PRKX,PRKX
NCF1_296_308,AGC,PKA,NA,PRKY,PRKY
NCF1_296_308,CAMK,PKD,NA,PKD1,PRKD1
NCF1_296_308,CAMK,PKD,NA,PKD3,PRKD3
NCF1_296_308,CAMK,PKD,NA,PKD2,PRKD2
NCF1_321_333,AGC,AKT,NA,AKT1,AKT1
NCF1_321_333,AGC,AKT,NA,AKT2,AKT2
NCF1_321_333,AGC,AKT,NA,AKT3,AKT3
NCF1_321_333,AGC,DMPK,CRIK,CRIK,CIT
NCF1_321_333,AGC,DMPK,GEK,DMPK1,DMPK
NCF1_321_333,AGC,DMPK,GEK,MRCKA,CDC42BPA
NCF1_321_333,AGC,DMPK,GEK,MRCKB,CDC42BPB
NCF1_321_333,AGC,DMPK,GEK,DMPK2,CDC42BPG
NCF1_321_333,AGC,DMPK,ROCK,ROCK1,ROCK1
NCF1_321_333,AGC,DMPK,ROCK,ROCK2,ROCK2
NCF1_321_333,TKL,IRAK,NA,IRAK1,IRAK1
NCF1_321_333,TKL,IRAK,NA,IRAK2,IRAK2
NCF1_321_333,TKL,IRAK,NA,IRAK3,IRAK3
NCF1_321_333,TKL,IRAK,NA,IRAK4,IRAK4
NCF1_321_333,CAMK,PHK,NA,PHKG1,PHKG1
NCF1_321_333,CAMK,PHK,NA,PHKG2,PHKG2
NCF1_321_333,AGC,PKA,NA,PKACA,PRKACA
NCF1_321_333,AGC,PKA,NA,PKACB,PRKACB
NCF1_321_333,AGC,PKA,NA,PKACG,PRKACG
NCF1_321_333,AGC,PKA,NA,PRKX,PRKX
NCF1_321_333,AGC,PKA,NA,PRKY,PRKY
NEK2_172_184,CAMK,CAMK1,NA,CAMK4,CAMK4
NEK2_172_184,CAMK,CAMK1,NA,CAMK1A,CAMK1
NEK2_172_184,CAMK,CAMK1,NA,CAMK1D,CAMK1D
NEK2_172_184,CAMK,CAMK1,NA,CAMK1G,CAMK1G
NEK2_172_184,CAMK,CAMK1,NA,CAMK1B,PNCK
NEK2_172_184,CAMK,CAMK2,NA,CAMK2A,CAMK2A
NEK2_172_184,CAMK,CAMK2,NA,CAMK2B,CAMK2B
NEK2_172_184,CAMK,CAMK2,NA,CAMK2D,CAMK2D
NEK2_172_184,CAMK,CAMK2,NA,CAMK2G,CAMK2G
NEK2_172_184,CMGC,CDK,CCRK,CCRK,CCRK
NEK2_172_184,CMGC,CDK,CDC2,CDC2,CDC2
NEK2_172_184,CMGC,CDK,CDC2,CDK2,CDK2
NEK2_172_184,CMGC,CDK,CDC2,CDK3,CDK3
NEK2_172_184,CMGC,CDK,CDK10,CDK10,CDK10
NEK2_172_184,CMGC,CDK,CDK4,CDK4,CDK4
NEK2_172_184,CMGC,CDK,CDK4,CDK6,CDK6
NEK2_172_184,CMGC,CDK,CDK5,CDK5,CDK5
NEK2_172_184,CMGC,CDK,CDK7,CDK7,CDK7
NEK2_172_184,CMGC,CDK,CDK8,CDK8,CDK8
NEK2_172_184,CMGC,CDK,CDK8,CDK11,CDC2L6
NEK2_172_184,CMGC,CDK,CDK9,CDK9,CDK9
NEK2_172_184,CMGC,CDK,CRK7,CHED,CDC2L5
NEK2_172_184,CMGC,CDK,CRK7,CRK7,CRKRS
NEK2_172_184,CMGC,CDK,PCTAIRE,PCTAIRE1,PCTK1
NEK2_172_184,CMGC,CDK,PCTAIRE,PCTAIRE2,PCTK2
NEK2_172_184,CMGC,CDK,PCTAIRE,PCTAIRE3,PCTK3
NEK2_172_184,CMGC,CDK,PFTAIRE,PFTAIRE1,PFTK1
NEK2_172_184,CMGC,CDK,PFTAIRE,PFTAIRE2,ALS2CR7
NEK2_172_184,CMGC,CDK,PITSLRE,PITSLRE,CDC2L2
NEK2_172_184,CMGC,CDK,CDK11,CDK11B,CDK11B
NEK2_172_184,CMGC,DYRK,DYRK1,DYRK1A,DYRK1A
NEK2_172_184,CMGC,DYRK,DYRK1,DYRK1B,DYRK1B
NEK2_172_184,CMGC,DYRK,DYRK2,DYRK3,DYRK3
NEK2_172_184,CMGC,DYRK,DYRK2,DYRK2,DYRK2
NEK2_172_184,CMGC,DYRK,DYRK2,DYRK4,DYRK4
NEK2_172_184,CMGC,DYRK,HIPK,HIPK3,HIPK3
NEK2_172_184,CMGC,DYRK,HIPK,HIPK2,HIPK2
NEK2_172_184,CMGC,DYRK,HIPK,HIPK4,HIPK4
NEK2_172_184,CMGC,DYRK,HIPK,HIPK1,HIPK1
NEK2_172_184,CMGC,DYRK,PRP4,PRP4,PRPF4B
NEK2_172_184,OTHER,NEK,NEK1,NEK1,NEK1
NEK2_172_184,OTHER,NEK,NEK1,NEK3,NEK3
NEK2_172_184,OTHER,NEK,NEK1,NEK5,NEK5
NEK2_172_184,OTHER,NEK,NEK10,NEK10,NEK10
NEK2_172_184,OTHER,NEK,NEK11,NEK11,NEK11
NEK2_172_184,OTHER,NEK,NEK2,NEK2,NEK2
NEK2_172_184,OTHER,NEK,NEK4,NEK4,NEK4
NEK2_172_184,OTHER,NEK,NEK6,NEK6,NEK6
NEK2_172_184,OTHER,NEK,NEK6,NEK7,NEK7
NEK2_172_184,OTHER,NEK,NEK8,NEK9,NEK9
NEK2_172_184,OTHER,NEK,NEK8,NEK8,NEK8
NEK2_172_184,ATYPICAL,PDHK,BCKDK,BCKDK,BCKDK
NEK2_172_184,ATYPICAL,PDHK,PDHK,PDHK1,PDK1
NEK2_172_184,ATYPICAL,PDHK,PDHK,PDHK2,PDK2
NEK2_172_184,ATYPICAL,PDHK,PDHK,PDHK3,PDK3
NEK2_172_184,ATYPICAL,PDHK,PDHK,PDHK4,PDK4
NEK2_172_184,AGC,PDK1,NA,PDK1,PDPK1
NEK2_172_184,OTHER,PEK,GCN2,GCN2,EIF2AK4
NEK2_172_184,OTHER,PEK,HRI,HRI,EIF2AK1
NEK2_172_184,OTHER,PEK,PEK,PEK,EIF2AK3
NEK2_172_184,OTHER,PEK,PKR,PKR,EIF2AK2
NEK2_172_184,AGC,RSK,MSK,MSK2,RPS6KA4
NEK2_172_184,AGC,RSK,MSK,MSK1,RPS6KA5
NEK2_172_184,AGC,RSK,P70,P70S6K,RPS6KB1
NEK2_172_184,AGC,RSK,P70,P70S6KB,RPS6KB2
NEK2_172_184,AGC,RSK,RSK,RSK3,RPS6KA1
NEK2_172_184,AGC,RSK,RSK,RSK1,RPS6KA2
NEK2_172_184,AGC,RSK,RSK,RSK2,RPS6KA3
NEK2_172_184,AGC,RSK,RSK,RSK4,RPS6KA6
NEK2_172_184,STE,STE11,ASK,MAP3K5,MAP3K5
NEK2_172_184,STE,STE11,ASK,MAP3K6,MAP3K6
NEK2_172_184,STE,STE11,ASK,MAP3K7,MAP3K15
NEK2_172_184,STE,STE11,MEKK1,MAP3K1,MAP3K1
NEK2_172_184,STE,STE11,MEKK15,MAP3K8,YSK4
NEK2_172_184,STE,STE11,MEKK2,MAP3K3,MAP3K3
NEK2_172_184,STE,STE11,MEKK2,MAP3K2,MAP3K2
NEK2_172_184,STE,STE11,MEKK4,MAP3K4,MAP3K4
NEK2_172_184,STE,STE7,MAP2K(MEK1),MAP2K1,MAP2K1
NEK2_172_184,STE,STE7,MAP2K(MEK1),MAP2K2,MAP2K2
NEK2_172_184,STE,STE7,MAP2K(MEK3),MAP2K3,MAP2K3
NEK2_172_184,STE,STE7,MAP2K(MEK3),MAP2K6,MAP2K6
NEK2_172_184,STE,STE7,MAP2K(MEK4),MAP2K4,MAP2K4
NEK2_172_184,STE,STE7,MAP2K(MEK5),MAP2K5,MAP2K5
NEK2_172_184,STE,STE7,MAP2K(MEK7),MAP2K7,MAP2K7
NEK3_158_170,CAMK,CAMK2,NA,CAMK2A,CAMK2A
NEK3_158_170,CAMK,CAMK2,NA,CAMK2B,CAMK2B
NEK3_158_170,CAMK,CAMK2,NA,CAMK2D,CAMK2D
NEK3_158_170,CAMK,CAMK2,NA,CAMK2G,CAMK2G
NEK3_158_170,CMGC,DYRK,DYRK1,DYRK1A,DYRK1A
NEK3_158_170,CMGC,DYRK,DYRK1,DYRK1B,DYRK1B
NEK3_158_170,CMGC,DYRK,DYRK2,DYRK3,DYRK3
NEK3_158_170,CMGC,DYRK,DYRK2,DYRK2,DYRK2
NEK3_158_170,CMGC,DYRK,DYRK2,DYRK4,DYRK4
NEK3_158_170,CMGC,DYRK,HIPK,HIPK3,HIPK3
NEK3_158_170,CMGC,DYRK,HIPK,HIPK2,HIPK2
NEK3_158_170,CMGC,DYRK,HIPK,HIPK4,HIPK4
NEK3_158_170,CMGC,DYRK,HIPK,HIPK1,HIPK1
NEK3_158_170,CMGC,DYRK,PRP4,PRP4,PRPF4B
NEK3_158_170,OTHER,NEK,NEK1,NEK1,NEK1
NEK3_158_170,OTHER,NEK,NEK1,NEK3,NEK3
NEK3_158_170,OTHER,NEK,NEK1,NEK5,NEK5
NEK3_158_170,OTHER,NEK,NEK10,NEK10,NEK10
NEK3_158_170,OTHER,NEK,NEK11,NEK11,NEK11
NEK3_158_170,OTHER,NEK,NEK2,NEK2,NEK2
NEK3_158_170,OTHER,NEK,NEK4,NEK4,NEK4
NEK3_158_170,OTHER,NEK,NEK6,NEK6,NEK6
NEK3_158_170,OTHER,NEK,NEK6,NEK7,NEK7
NEK3_158_170,OTHER,NEK,NEK8,NEK9,NEK9
NEK3_158_170,OTHER,NEK,NEK8,NEK8,NEK8
NEK3_158_170,ATYPICAL,PDHK,BCKDK,BCKDK,BCKDK
NEK3_158_170,ATYPICAL,PDHK,PDHK,PDHK1,PDK1
NEK3_158_170,ATYPICAL,PDHK,PDHK,PDHK2,PDK2
NEK3_158_170,ATYPICAL,PDHK,PDHK,PDHK3,PDK3
NEK3_158_170,ATYPICAL,PDHK,PDHK,PDHK4,PDK4
NEK3_158_170,AGC,PDK1,NA,PDK1,PDPK1
NEK3_158_170,OTHER,PEK,GCN2,GCN2,EIF2AK4
NEK3_158_170,OTHER,PEK,HRI,HRI,EIF2AK1
NEK3_158_170,OTHER,PEK,PEK,PEK,EIF2AK3
NEK3_158_170,OTHER,PEK,PKR,PKR,EIF2AK2
NEK3_158_170,STE,STE11,ASK,MAP3K5,MAP3K5
NEK3_158_170,STE,STE11,ASK,MAP3K6,MAP3K6
NEK3_158_170,STE,STE11,ASK,MAP3K7,MAP3K15
NEK3_158_170,STE,STE11,MEKK1,MAP3K1,MAP3K1
NEK3_158_170,STE,STE11,MEKK15,MAP3K8,YSK4
NEK3_158_170,STE,STE11,MEKK2,MAP3K3,MAP3K3
NEK3_158_170,STE,STE11,MEKK2,MAP3K2,MAP3K2
NEK3_158_170,STE,STE11,MEKK4,MAP3K4,MAP3K4
NEK3_158_170,STE,STE7,MAP2K(MEK1),MAP2K1,MAP2K1
NEK3_158_170,STE,STE7,MAP2K(MEK1),MAP2K2,MAP2K2
NEK3_158_170,STE,STE7,MAP2K(MEK3),MAP2K3,MAP2K3
NEK3_158_170,STE,STE7,MAP2K(MEK3),MAP2K6,MAP2K6
NEK3_158_170,STE,STE7,MAP2K(MEK4),MAP2K4,MAP2K4
NEK3_158_170,STE,STE7,MAP2K(MEK5),MAP2K5,MAP2K5
NEK3_158_170,STE,STE7,MAP2K(MEK7),MAP2K7,MAP2K7
NFKB1_330_342,CMGC,CDK,CCRK,CCRK,CCRK
NFKB1_330_342,CMGC,CDK,CDC2,CDC2,CDC2
NFKB1_330_342,CMGC,CDK,CDC2,CDK2,CDK2
NFKB1_330_342,CMGC,CDK,CDC2,CDK3,CDK3
NFKB1_330_342,CMGC,CDK,CDK10,CDK10,CDK10
NFKB1_330_342,CMGC,CDK,CDK4,CDK4,CDK4
NFKB1_330_342,CMGC,CDK,CDK4,CDK6,CDK6
NFKB1_330_342,CMGC,CDK,CDK5,CDK5,CDK5
NFKB1_330_342,CMGC,CDK,CDK7,CDK7,CDK7
NFKB1_330_342,CMGC,CDK,CDK8,CDK8,CDK8
NFKB1_330_342,CMGC,CDK,CDK8,CDK11,CDC2L6
NFKB1_330_342,CMGC,CDK,CDK9,CDK9,CDK9
NFKB1_330_342,CMGC,CDK,CRK7,CHED,CDC2L5
NFKB1_330_342,CMGC,CDK,CRK7,CRK7,CRKRS
NFKB1_330_342,CMGC,CDK,PCTAIRE,PCTAIRE1,PCTK1
NFKB1_330_342,CMGC,CDK,PCTAIRE,PCTAIRE2,PCTK2
NFKB1_330_342,CMGC,CDK,PCTAIRE,PCTAIRE3,PCTK3
NFKB1_330_342,CMGC,CDK,PFTAIRE,PFTAIRE1,PFTK1
NFKB1_330_342,CMGC,CDK,PFTAIRE,PFTAIRE2,ALS2CR7
NFKB1_330_342,CMGC,CDK,PITSLRE,PITSLRE,CDC2L2
NFKB1_330_342,CMGC,CDK,CDK11,CDK11B,CDK11B
NFKB1_330_342,AGC,DMPK,CRIK,CRIK,CIT
NFKB1_330_342,AGC,DMPK,GEK,DMPK1,DMPK
NFKB1_330_342,AGC,DMPK,GEK,MRCKA,CDC42BPA
NFKB1_330_342,AGC,DMPK,GEK,MRCKB,CDC42BPB
NFKB1_330_342,AGC,DMPK,GEK,DMPK2,CDC42BPG
NFKB1_330_342,AGC,DMPK,ROCK,ROCK1,ROCK1
NFKB1_330_342,AGC,DMPK,ROCK,ROCK2,ROCK2
NFKB1_330_342,OTHER,IKK,NA,IKKA,CHUK
NFKB1_330_342,OTHER,IKK,NA,IKKB,IKBKB
NFKB1_330_342,OTHER,IKK,NA,IKKE,IKBKE
NFKB1_330_342,OTHER,IKK,NA,TBK1,TBK1
NFKB1_330_342,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3,MAPKAPK3
NFKB1_330_342,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5,MAPKAPK5
NFKB1_330_342,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2,MAPKAPK2
NFKB1_330_342,CAMK,MAPKAPK,MNK,MNK2,MKNK2
NFKB1_330_342,CAMK,MAPKAPK,MNK,MNK1,MKNK1
NFKB1_330_342,ATYPICAL,PDHK,BCKDK,BCKDK,BCKDK
NFKB1_330_342,ATYPICAL,PDHK,PDHK,PDHK1,PDK1
NFKB1_330_342,ATYPICAL,PDHK,PDHK,PDHK2,PDK2
NFKB1_330_342,ATYPICAL,PDHK,PDHK,PDHK3,PDK3
NFKB1_330_342,ATYPICAL,PDHK,PDHK,PDHK4,PDK4
NFKB1_330_342,OTHER,PEK,GCN2,GCN2,EIF2AK4
NFKB1_330_342,OTHER,PEK,HRI,HRI,EIF2AK1
NFKB1_330_342,OTHER,PEK,PEK,PEK,EIF2AK3
NFKB1_330_342,OTHER,PEK,PKR,PKR,EIF2AK2
NFKB1_330_342,CAMK,PIM,NA,PIM1,PIM1
NFKB1_330_342,CAMK,PIM,NA,PIM2,PIM2
NFKB1_330_342,CAMK,PIM,NA,PIM3,PIM3
NFKB1_330_342,AGC,PKA,NA,PKACA,PRKACA
NFKB1_330_342,AGC,PKA,NA,PKACB,PRKACB
NFKB1_330_342,AGC,PKA,NA,PKACG,PRKACG
NFKB1_330_342,AGC,PKA,NA,PRKX,PRKX
NFKB1_330_342,AGC,PKA,NA,PRKY,PRKY
NFKB1_330_342,AGC,PKG,NA,PKG1,PRKG1
NFKB1_330_342,AGC,PKG,NA,PKG2,PRKG2
NFKB1_330_342,OTHER,PLK,PLK1,PLK1,PLK1
NFKB1_330_342,OTHER,PLK,PLK2,PLK3,PLK3
NFKB1_330_342,OTHER,PLK,PLK2,PLK2,PLK2
NFKB1_330_342,OTHER,PLK,SAK,PLK4,PLK4
NFKB1_330_342,STE,STE7,MAP2K(MEK1),MAP2K1,MAP2K1
NFKB1_330_342,STE,STE7,MAP2K(MEK1),MAP2K2,MAP2K2
NFKB1_330_342,STE,STE7,MAP2K(MEK3),MAP2K3,MAP2K3
NFKB1_330_342,STE,STE7,MAP2K(MEK3),MAP2K6,MAP2K6
NFKB1_330_342,STE,STE7,MAP2K(MEK4),MAP2K4,MAP2K4
NFKB1_330_342,STE,STE7,MAP2K(MEK5),MAP2K5,MAP2K5
NFKB1_330_342,STE,STE7,MAP2K(MEK7),MAP2K7,MAP2K7
NMDZ1_890_902,AGC,AKT,NA,AKT1,AKT1
NMDZ1_890_902,AGC,AKT,NA,AKT2,AKT2
NMDZ1_890_902,AGC,AKT,NA,AKT3,AKT3
NMDZ1_890_902,OTHER,AUR,NA,AURA,AURKA
NMDZ1_890_902,OTHER,AUR,NA,AURC,AURKC
NMDZ1_890_902,OTHER,AUR,NA,AURB,AURKB
NMDZ1_890_902,CAMK,CAMK1,NA,CAMK4,CAMK4
NMDZ1_890_902,CAMK,CAMK1,NA,CAMK1A,CAMK1
NMDZ1_890_902,CAMK,CAMK1,NA,CAMK1D,CAMK1D
NMDZ1_890_902,CAMK,CAMK1,NA,CAMK1G,CAMK1G
NMDZ1_890_902,CAMK,CAMK1,NA,CAMK1B,PNCK
NMDZ1_890_902,CMGC,CDK,CCRK,CCRK,CCRK
NMDZ1_890_902,CMGC,CDK,CDC2,CDC2,CDC2
NMDZ1_890_902,CMGC,CDK,CDC2,CDK2,CDK2
NMDZ1_890_902,CMGC,CDK,CDC2,CDK3,CDK3
NMDZ1_890_902,CMGC,CDK,CDK10,CDK10,CDK10
NMDZ1_890_902,CMGC,CDK,CDK4,CDK4,CDK4
NMDZ1_890_902,CMGC,CDK,CDK4,CDK6,CDK6
NMDZ1_890_902,CMGC,CDK,CDK5,CDK5,CDK5
NMDZ1_890_902,CMGC,CDK,CDK7,CDK7,CDK7
NMDZ1_890_902,CMGC,CDK,CDK8,CDK8,CDK8
NMDZ1_890_902,CMGC,CDK,CDK8,CDK11,CDC2L6
NMDZ1_890_902,CMGC,CDK,CDK9,CDK9,CDK9
NMDZ1_890_902,CMGC,CDK,CRK7,CHED,CDC2L5
NMDZ1_890_902,CMGC,CDK,CRK7,CRK7,CRKRS
NMDZ1_890_902,CMGC,CDK,PCTAIRE,PCTAIRE1,PCTK1
NMDZ1_890_902,CMGC,CDK,PCTAIRE,PCTAIRE2,PCTK2
NMDZ1_890_902,CMGC,CDK,PCTAIRE,PCTAIRE3,PCTK3
NMDZ1_890_902,CMGC,CDK,PFTAIRE,PFTAIRE1,PFTK1
NMDZ1_890_902,CMGC,CDK,PFTAIRE,PFTAIRE2,ALS2CR7
NMDZ1_890_902,CMGC,CDK,PITSLRE,PITSLRE,CDC2L2
NMDZ1_890_902,CMGC,CDK,CDK11,CDK11B,CDK11B
NMDZ1_890_902,CAMK,DAPK,DAPK,DAPK1,DAPK1
NMDZ1_890_902,CAMK,DAPK,DAPK,DAPK3,DAPK3
NMDZ1_890_902,CAMK,DAPK,DAPK,DAPK2,DAPK2
NMDZ1_890_902,CAMK,DAPK,DRAK,DRAK2,STK17B
NMDZ1_890_902,CAMK,DAPK,DRAK,DRAK1,STK17A
NMDZ1_890_902,AGC,DMPK,CRIK,CRIK,CIT
NMDZ1_890_902,AGC,DMPK,GEK,DMPK1,DMPK
NMDZ1_890_902,AGC,DMPK,GEK,MRCKA,CDC42BPA
NMDZ1_890_902,AGC,DMPK,GEK,MRCKB,CDC42BPB
NMDZ1_890_902,AGC,DMPK,GEK,DMPK2,CDC42BPG
NMDZ1_890_902,AGC,DMPK,ROCK,ROCK1,ROCK1
NMDZ1_890_902,AGC,DMPK,ROCK,ROCK2,ROCK2
NMDZ1_890_902,AGC,GRK,BARK,BARK1,ADRBK1
NMDZ1_890_902,AGC,GRK,BARK,BARK2,ADRBK2
NMDZ1_890_902,AGC,GRK,GRK,GPRK4,GRK4
NMDZ1_890_902,AGC,GRK,GRK,GPRK5,GRK5
NMDZ1_890_902,AGC,GRK,GRK,GPRK6,GRK6
NMDZ1_890_902,AGC,GRK,GRK,RHOK,GRK1
NMDZ1_890_902,AGC,GRK,GRK,GPRK7,GRK7
NMDZ1_890_902,OTHER,IKK,NA,IKKA,CHUK
NMDZ1_890_902,OTHER,IKK,NA,IKKB,IKBKB
NMDZ1_890_902,OTHER,IKK,NA,IKKE,IKBKE
NMDZ1_890_902,OTHER,IKK,NA,TBK1,TBK1
NMDZ1_890_902,TKL,MLK,HH498,HH498,TNNI3K
NMDZ1_890_902,TKL,MLK,ILK,ILK,ILK
NMDZ1_890_902,TKL,MLK,LZK,DLK,MAP3K12
NMDZ1_890_902,TKL,MLK,LZK,LZK,MAP3K13
NMDZ1_890_902,TKL,MLK,MLK,MLK1,MAP3K9
NMDZ1_890_902,TKL,MLK,MLK,MLK2,MAP3K10
